pdf_name,page,sentence,lens,event_type,outcome,confidence,context_strength,source_weight,tags,entities
5adfc26b348c065e12ac3d58909f1bc2.pdf,30,[78] Mohammed Al-Fahdi et al. “Accelerated discovery of extreme lattice thermal conductivity by crystal graph atten- tion networks and chemical bonding”.,materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,30,[80] Xinming Wang et al. “Identification of crystalline materials with ultra-low thermal conductivity based on machine learning study”.,materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
5adfc26b348c065e12ac3d58909f1bc2.pdf,30,"[89] Yiran Li et al. “Theoretical exploration of the abnormal trend in lattice thermal conductivity for monosilicates RE2SiO5 (RE= Dy, Ho, Er, Tm, Yb and Lu)”.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
6a871ff39f5685deccd292ac22036e24c26690d1b027df202840126acb04fd56.pdf,18,"et al., Permeability-controllable potentiometric fluorescent [47] S.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""permeability"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
6bd34f607368b8be9c352d48de85ce3f.pdf,22,"Initialization and analysis workflow The initial configuration consisted of a spherical FCC precipitate embedded in a BCC matrix, with a dimensionless radius of 10 to suppress capillarity-driven shrinkage.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""shrinkage"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
6bf3f9d3528bfcd50f830a71ed317266.pdf,1,"or the angular frequency ω, known as the ’mass law’: TL ≈ To address this problem, we draw inspiration from micro- (cid:16) (cid:17) 20log ωρeffL , where the characteristic impedance of the scale causal property of the quantum theory, the Baldin sum 10 2Z0 √ background fluid is given by Z = ρ K (with ρ and K rule [16], specifically a fundamental result in quantum field 0 0 0 0 0 representing the mass density and bulk modulus of the back- theorythatconnectstheelectric(α )andmagnetic(α )polar- e m ground fluid, respectively).",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""modulus"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
6bf3f9d3528bfcd50f830a71ed317266.pdf,3,"(6) and Eq.(2)andthencomputedγ(ω)/dω(= σ (ω)/ω2)atthelow ext frequencylimit Local resonances dγ d ( ω ω) = 2 L c 2 2 0   (cid:32) ρ e ρ ff 0 (0) (cid:33)2 + (cid:32) K e K ff 0 (0) (cid:33)2   +O(ω2), (8) Figure2: Thesimulation-basedverificationofacousticBaldinsumruleby where we replace M eff(ω) by K eff(ω) (bulk modulus) for the revisiting seminal examples of underwater metamaterial scatterers.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""modulus"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
82786849a63aacf9054a5a9564a484d0.pdf,4,"-O, -OH, -F) extensive mode mixing and anharmonicity result in an ultralow lattice thermal conductivity (2-5 Wm-1K⁻¹), which helps prevent local overheating, reduces thermal runaway risks, and improves the long-term stability of LIB electrodes.[50].",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
82786849a63aacf9054a5a9564a484d0.pdf,5,"[6, 53] 11 12 66 11 12 (a) (b) Fig 2: Angle-dependent (a) Young's modulus (Y) and (b) Poisson's ratio (ν) of goldene-I and goldene-II monolayers.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""modulus"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
82786849a63aacf9054a5a9564a484d0.pdf,5,"As shown in Fig. 2, the maximum value of Young's modulus for goldene-I and goldene-II is 96.92 N/m and 60.80 N/m, respectively.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""modulus"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
9054d668b171500bd0c850a799c44ecef78a0935ec3398186e5a93d1ceb1ef01.pdf,34,"In contrast, acridine orange is 826 considered a late stage marker of apoptosis as it stains condensed DNA and requires 827 membrane permeability and nuclear condensation (Lant and Derry 2014).",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""permeability"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
a969862b646ac57cadf0701326bec709.pdf,1,"Structural and electrical characterizations reveal that the machining width and depth are not limited by the optical spot size but are governed by the anisotropic thermal conductivity of Bi-2212, consistent with a thermally dominated laser ablation process.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
a969862b646ac57cadf0701326bec709.pdf,5,"A key factor controlling the machining geometry is the highly anisotropic thermal conductivity of Bi‑2212, which is approximately an order of magnitude larger in the -plane than along the -axis.37 Consequently, thermal diffusion during laser irradiation produces a laterally extended, disk‑like temperature distribution instead of a cylindrical profile.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
a969862b646ac57cadf0701326bec709.pdf,6,"Structural analysis further shows that the machining width and depth are determined by the anisotropic thermal conductivity of Bi‑2212 rather than by optical resolution, consistent with thermally dominated laser ablation.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,1,Thermal conductivity tuning of scalable nanopatterned silicon membranes measured with a three-probe method Jose M.,materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,2,"Specifically, a fivefold reduction in thermal conductivity is achieved, reaching 7.3W/m·K for fully etched-through membranes at room temperature.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,4,"Magnitude Description Q Heat flux [W] G Conductance [W/K] θ Thermal difference with respect to the bath temperature [K] R Resistance (electrical) [Ω] R Resistance (thermal) [K/W] P Applied power (dissipated) [W] Ψ Absorbance [-] x Position of the laser beam [m] L Sample length [m] Subscripts Description X Contact C X Platform beam b X Bridge (sample + contacts) BT X Nanostructure NS X Left side L X Right side R X Position of the laser 0 X Heater side H X Sensor side S Superscripts Description X∗ No heating case Xl Laser heating case XΩ Heat balance (laser and ohmic heating) case 1 Introduction Phononic engineering in semiconductors thin films is essential for controlling thermal trans- port, which is the backbone of scalable and silicon-compatible thermoelectric energy harvest- ing technologies.1–4 At the nanoscale, thermal conductivity is no longer an intrinsic material property, as it becomes strongly dependent on geometry and on surface and interface scatter- ing.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,18,Brside 0 The fitted slopes of these curves yield the thermal conductivity of the sample.,materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,20,"Thermal resistances Thermal conductivity Sample Total Contact Membrane Effective Intrinsic R (K/µW) R (K/µW) R (K/µW) κ (W/m·K) κ (W/m·K) Br C NS eff intr S0 3.96±0.02 2.73±0.03 1.23±0.01 46.45±2.75 46.45±2.75 S1 5.89±0.04 3.17±0.03 2.72±0.02 19.94±0.82 22.34±1.61 S2 5.75±0.20 2.88±0.12 2.87±0.05 20.55±1.58 23.30±2.43 S3 6.97±0.09 2.70±0.04 4.27±0.03 12.68±0.81 15.33±1.94 S4 16.99±1.28 4.48±0.35 12.50±0.28 7.29±0.85 9.46±1.27 Finally, the effective thermal conductivities of the films studied with different etching depths are shown in Figure 6a.",materials,material_performance,neutral,med,strong,0.90,material_performance|has_property|has_units,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,20,H Thermal conductivity initially increased–driven by the specific heat (∝ T1 in this case)6– until it eventually saturated at 150 – 170K and decreased again for higher temperatures.,materials,material_performance,positive,med,strong,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,21,Figure 6: a) Effective thermal conductivity values using the combined bridge and 3-probe methods.,materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,21,The thermal conductivity of samples is clearly reduced as the hole depth ratio increases until d /t = 0.96 (practically fully etched though).,materials,material_performance,negative,med,strong,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,21,"The additional phonon scattering in the in-plane propagation eventually becomes the dominant mechanism at all frequencies, drastically suppressing the thermal conductivity and reaching a value of 7.29±0.85W/m·K at room temperature for the practi- cally fully etched holes (S4 with with d /t = 0.96).",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,22,6-fold decrease in the thermal conductivity achieved through nanostructuration.,materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,22,"This preva- lence of the boundary scattering shifts the maximum of the thermal conductivity to higher temperatures, analogously to the effect observed by Li et al.15 and Tang et al.6 in silicon nanowires and holey thin films, respectively.",materials,material_performance,positive,med,strong,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,22,"Remarkably, the thermal conductivity found for sample S4 approaches the value of 2.03W/m·K reported by Tang et al.6 in thin films with comparable hole, thickness and pitch sizes.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,22,"Assumingahexag- onal distribution of holes, the film porosity can be calculated using the following formula: √ π 3d2 Φ = (9) 6p2 where d and p are the diameter and pitch (period) of holes (from center to center), respec- tively.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""porosity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,22,"Asthefilmswithclosetothroughholes(S4, withd /t = 0.96)haveapitchof∼63nm H and an average hole diameter of ∼35 ± 3nm (the BCP pattern originally has ∼25nm–see section 2–but the pattern transfer process enlarges it by 10±3nm), the calculated porosity for these films is ∼25.5%, as opposed to films of Tang et al.6 which reported a value of 35%.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""porosity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,22,"This difference in porosity could partially explain the differences in κ as this effect has also been observed in porous silicon nanowires with comparable porosity.21 On the other hand, Lim et al.7 reported values between 4 and 7W/m·K for holey Si films with hexagonal patterns and neck sizes between 24 and 30nm, which are in good agreement with those obtained in this work (average neck sizes of ∼27nm).",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""porosity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,22,"Furthermore, Monte Carlo simulations by Hao et al.23 reported that a 45 – 50nm thick holey film with a square-like pattern and a porosity of 25% 22",materials,material_performance,neutral,med,strong,0.90,material_performance|has_property|has_units,"[{""entity_type"": ""property"", ""entity_name"": ""porosity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,23,"Therefore, ph H this indicates that the intrinsic thermal conductivity of the fully etched holey Si film–i.e. the one defined only to the solid volume–is ∼9.4W/mK.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,24,"Moreover, based on finite element analysis, the thermal conductivity measurements on 2D membranes using a three-probe method with a laser source were confirmed to be accurate for samples with an aspect ratio of 2:1 and a suspended length 10 times larger than the beam size.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,24,"The measured thermal conductivity of the practically etched-through film was 7.29±0.85W/m·K at room temperature, comparable to similarreportedfilmsfabricatedwithmorecomplexapproaches(e-beamlithographyorblock 24",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,25,"This could be exploited, for instance, in thermoelectrics, where the 6-fold reduction in thermal conductivity with a minor ∼1.3 reduction of the structural solid volume should have a minor impact on the electronic properties, thus boosting the zT factor.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,25,"Theseresultsestablishascalableroutefor phonon engineering using block copolymer patterning, while also validating an optical three- probe technique as a robust tool for quantitative, spatially resolved thermal conductivity measurements in complex thin-film systems.",materials,material_performance,neutral,low,weak,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
ad1e8631b8e7330c060cbe696de79fe0.pdf,30,"TOC Graphic Phononic silicon membranes with sub-50 nm features are fabricated via mask-free block- copolymer self-assembly, enabling controlled thermal conductivity reduction.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
b44324db33bc1f6fcd78f9f7f451ef75.pdf,13,"Additionally, XPS has the lowest penetration depth of the three techniques (≤ 10nm), compared to EDS (≤ 10µm) andXRF(≥100µm).Thispropertyisimportantwhenworkingwithsampleswithoxideandcarbondepositionlayers, as these features make surface preparation and cleaning necessary for data acquisition.",materials,material_performance,neutral,low,weak,0.90,material_performance|has_material,"[{""entity_type"": ""material"", ""entity_name"": ""xps"", ""entity_variant"": ""material"", ""role"": ""tested""}]"
ba1b6283130968d97ab9a235208f0ef9.pdf,11,"Methodology Maxwell’s curl equations are discretized in both space and time as ∂𝐇 ∂𝐄 ∇×𝐄 = −𝜇 ,∇×𝐇 = 𝜀 +𝐉, (3) ∂𝑡 ∂𝑡 where 𝐄 and 𝐇 denote the electric and magnetic fields, respectively, 𝜇 is the permeability, 𝜀 is the permittivity, and 𝐉 is the current density.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""permeability"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
be9103671821e9376335bafa0b073cb2.pdf,9,"If the direction cosines of a general direc- tion ˆr are l = sinθcosϕ,m = sinθsinϕ,n = cosθ, then in our case, the longitudinal piezoelectric modulus e(l,m,n)=l2n(e +e )+m2n(e +e )+n3e and 15 31 24 32 33 a similar equation for d and this is shown as function of direction in Fig. 9 for MgGeN as a magnitude surface, 2 FIG.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""modulus"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
be9103671821e9376335bafa0b073cb2.pdf,9,"Longitudinal piezoelectric modulus e(θ,ϕ) visualized in other words, in each direction we draw a vector with asasphericalsurfaceplotasfunctionofdirectionforMgSiN length the absolute value of the modulus and connect 2 these with a surface.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""modulus"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
be9103671821e9376335bafa0b073cb2.pdf,10,Piezoelectric and elastic properties Quantity MgSiN MgGeN MgSnN 2 2 2 This Work Literature [36] This Work Literature [36] This Work Literature [36] e -0.400 -0.427 -0.352 -0.385 -0.308 -0.408 15 e -0.272 -0.278 -0.234 -0.227 -0.275 -0.275 24 Piezoelectric Constant (C/m2) e -0.524 -0.513 -0.419 -0.423 -0.433 -0.554 31 e -0.699 -0.711 -0.528 -0.519 -0.473 -0.631 32 e 1.252 1.312 1.041 1.073 1.085 1.280 33 s 4.116 4.000 4.859 5.000 5.934 6.000 11 s -1.697 -2.000 -1.822 -2.000 -1.995 -2.000 12 s -0.293 0.000 -0.599 -1.000 -1.188 -1.000 13 s -1.699 -2.000 -1.822 -2.000 -1.995 -2.000 21 s 4.488 5.000 5.118 5.000 6.287 6.000 22 s -1.077 -1.000 -1.134 -1.00 -1.378 -1.000 Compliances (×10−2 TPa−1) 23 s -0.292 0.000 -0.599 -1.000 -1.188 -1.000 31 s -1.073 -1.000 -1.134 -1.000 -1.378 -1.000 32 s 3.584 4.000 4.303 4.000 5.769 6.000 33 s 8.179 8.000 10.882 12.000 16.126 16.000 44 s 11.512 12.000 13.657 16.000 17.312 20.000 55 s 7.703 8.000 10.092 12.000 14.973 16.000 66 C 3.006 3.070 2.524 2.590 2.075 2.140 11 C 1.290 1.410 1.037 1.120 0.794 0.890 12 C 0.632 0.700 0.625 0.690 0.617 0.700 13 C 1.288 1.410 1.037 1.120 0.794 0.890 21 C 2.953 2.990 2.501 2.540 1.982 2.010 22 C 0.989 1.080 0.804 0.870 0.637 0.710 Elastic Tensor Components (×10−01TPa) 23 C 0.633 0.700 0.625 0.690 0.617 0.700 31 C 0.993 1.080 0.804 0.870 0.637 0.710 32 C 3.139 3.190 2.622 2.670 2.012 2.040 33 C 1.222 1.210 0.918 0.900 0.620 0.590 44 C 0.868 0.850 0.732 0.710 0.577 0.550 55 C 1.298 1.290 0.990 0.980 0.667 0.640 66 d -4.607 -4.803 -5.336 15 d -2.218 -2.541 -4.434 24 Piezoelectric Modulus (pm/V) d -1.335 -1.701 -2.917 31 d -3.591 -3.121 -3.604 32 d 5.393 5.332 7.425 33 ACKNOWLEDGMENTS This work was supported by the US.,materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""modulus"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
buildin_physics_heat_air_leseprobe.pdf,1,"fort the need for good air quality the move towards en- Compared to the third edition this fourth edition has Heat, Air and Moisture ergy efficiency decarbonization and sustainability – all been expanded in chapter 1 to include the physical de- these have accelerated the development of a discipline termination of the thermal conductivity of materials to- that for a long time was hardly more than an academic gether with an in-depth discussion of all the effects of exercise: building physics.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
buildin_physics_heat_air_leseprobe.pdf,7,"xii Contents 3.2.6.2 RelativeHumidityinRelationtoMoistureContent 271 3.2.6.3 SuctioninRelationtoMoistureContent 271 3.2.7 Start,BoundaryandContactConditions 271 3.2.8 TwoExamplesofSimplifiedModels 272 3.2.8.1 AssembliesComposedofNon-Hygroscopic,Non-Capillary Materials 272 3.2.8.2 AssembliesComposedofFinePorous,HygroscopicMaterials 274 3.3 WholeBuildingLevel 274 3.3.1 InGeneral 274 3.3.2 BalanceEquations 275 3.3.2.1 Vapour 275 3.3.2.2 Air 276 3.3.2.3 Heat 276 3.3.2.4 ClosingtheLoop 278 3.3.3 SorptionActiveSurfacesandHygricInertia 279 3.3.3.1 InGeneral 279 3.3.3.2 Sorption-ActiveThickness 280 3.3.3.3 ZonewithOneSorption-ActiveSurface 282 3.3.3.4 ZonewithSeveralSorption-ActiveSurfaces 283 3.3.3.5 HarmonicAnalysis 284 3.3.4 Consequences 284 ProblemsandSolutions 287 FurtherReading 300 4 Heat,AirandMoistureMaterialPropertyValues 303 4.1 InGeneral 303 4.2 DryAirandWater 304 4.3 ThermalProperties 305 4.3.1 Definitions 305 4.3.2 StandardValues 305 4.3.2.1 RegardlessofBeingontheIn-orontheOutsideoftheThermal Insulation 305 4.3.2.2 DependingonBeingontheIn-orontheOutsideoftheThermal Insulation 309 4.3.3 Surfaces,RadiantProperties 316 4.3.4 MeasuredValues 317 4.3.4.1 ThermalConductivity,TestMethods 317 4.3.4.2 TestResults 318 4.4 AirProperties 325 4.4.1 StandardValues 325 4.4.2 MeasuredValues 325 4.4.2.1 AirPermeance,TestMethod 325 4.4.2.2 TestResults 327 4.5 MoistureProperties 336 4.5.1 StandardValues 336",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_material,"[{""entity_type"": ""material"", ""entity_name"": ""insulation"", ""entity_variant"": ""material"", ""role"": ""tested""}]"
buildin_physics_heat_air_leseprobe.pdf,18,"In case the thermal conductivity and the volumetric specific heat capacity are constant, the equation simplifiestowhatiscalledFourier’ssecondlaw: ( ) 𝜌c 𝜕T Φ′ ∇2T = − (1.6) 𝜆 𝜕t 𝜆 with∇2theLaplaceoperator,inCartesiancoordinatesequalto: 𝜕2 𝜕2 𝜕2 ∇2 = + + (1.7) 𝜕x2 𝜕y2 𝜕z2 Afteradeeperdigginginwhatthethermalconductivityrepresentsatthematerial level,furtherdiscussionwillfocusonapplyingbothlawstobuildingassemblies.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""thermal conductivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
building-physics.pdf,9,"VII Table of contents 6 Ventilation and infiltration 99 6.1 Basic ventilation 100 1 Heat, heat transport, thermal 6.2 Summer ventilation 105 insulation 1 6.3 Driving forces behind natural 1.1 Basic principles of heat transport 2 ventilation 106 1.2 Heat resistance of constructions 8 6.4 Air permeability through the building 1.3 Temperature progression in shell 110 constructions 13 1.4 Heat accumulation 15 7 Solar gain and solar control 117 1.5 Schematization of a construction; thermal 7.1 Amount of sunlight received 118 bridges 19 7.2 Sunscreens 121 1.6 Thermal stress 24 8 Energy and energy performance 127 2 Moisture, moisture transport, 8.1 Energy use 128 condensation 27 8.2 Energy savings and financial analyses 131 2.1 Vapour transport 28 8.3 European energy performance 2.2 Relative humidity in buildings 31 legislation 133 2.3 Surface condensation 36 8.4 Energy performance of new buildings: the 2.4 Vapour diffusion 39 EPC calculation 134 2.5 Interstitial condensation 41 8.5 Energy efficiency of existing buildings: the 2.6 Climate categories and condensation 45 energy label 138 2.7 Position of insulation and vapour-retardant 8.6 Nearly zero energy buildings 138 layers 46 8.7 Passive building 139 2.8 Other forms of moisture transport 47 9 Sustainable construction 141 3 Heat and moisture transport in 9.1 BREEAM-NL 142 practice 51 9.2 GPR 143 3.1 Outer walls 52 3.2 Floors, foundations and cellars 59 10 Acoustics 145 3.3 Roofs 62 10.1 Basic terms 146 10.2 Evaluating sound 155 4 Lighting 71 10.3 Sound absorption 158 4.1 Basic principles 72 10.4 Acoustics of the room 162 4.2 Artificial lighting 77 4.3 Daylighting 81 11 Sound insulation and sound proofing 167 5 Thermal comfort 87 11.1 Sound insulation between rooms 168 5.1 Fanger’s thermal comfort model 88 11.2 Measuring airborne sound insulation in a 5.2 Desired indoor temperature based on laboratory 178 PMV 89 11.3 Sound insulation in practice 181 5.3 Adaptive thermal comfort 93 11.4 Installation noise 186 5.4 Local discomfort 97 11.5 Sound insulation and sound proofing of facades 186 9006106121_Inner.indb 7 30/03/18 08:51",materials,material_performance,neutral,med,moderate,0.90,material_performance|has_material|has_property,"[{""entity_type"": ""material"", ""entity_name"": ""insulation"", ""entity_variant"": ""material"", ""role"": ""tested""}, {""entity_type"": ""property"", ""entity_name"": ""permeability"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
building-physics.pdf,17,"1 HEAT, HEAT TRANSPORT, THERMAL INSULATION 7 plastic foam/mineral wool fiberboard wood λ values aerated concrete gypsum cardboard brickwork glass lime-sandstone concrete 0 0.5 1.0 1.5 2.0 2.5 λ(W/(m·K)) Figure 1.8 Comparison of the heat conduction coefficients of several different materials In laboratories, the heat conduction The table in figure 1.9 shows the heat coefficients of a variety of materials are resistance of commonly used thicknesses of measured under conditioned dry several materials.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_material,"[{""entity_type"": ""material"", ""entity_name"": ""concrete"", ""entity_variant"": ""material"", ""role"": ""tested""}, {""entity_type"": ""material"", ""entity_name"": ""wood"", ""entity_variant"": ""material"", ""role"": ""tested""}, {""entity_type"": ""material"", ""entity_name"": ""insulation"", ""entity_variant"": ""material"", ""role"": ""tested""}, {""entity_type"": ""material"", ""entity_name"": ""mineral wool"", ""entity_variant"": ""material"", ""role"": ""tested""}]"
c95c6721ec85403069b7836f58be42db807745add4e628822cf03a113864bd23.pdf,15,"reinhardtii flagella have been demonstrated to concentrate proteins, including tubulin, at the tips by reducing their diffusivity, possibly via interactions with other tip region proteins [27, 50], which we have not observed in C.",materials,material_performance,neutral,low,moderate,0.90,material_performance|has_property,"[{""entity_type"": ""property"", ""entity_name"": ""diffusivity"", ""entity_variant"": ""property"", ""role"": ""measurement""}]"
