event_id,domain,event_type,stage,outcome,decision_driver,evidence_snippet,confidence_original,confidence_boosted,primary_entity_count,context_entity_count,entities_primary,entities_context,entities_all,domain_id,domain_name,overlay_id,paper_id,created_at
12c7b74c0fe5e150,construction_science,other,unknown,unknown,,Generally proved the variability of the passively actuated samples and the material surveillance concept by actually fabricating and testing a number of samples under realistic thermal conditions.,med,med,0,1,,test_method:temperature,test_method:temperature,construction_science,Construction Science & Engineering,construction_science_v1,42cb2132a8185cf9,2026-02-03T18:19:29Z
