entity_type,entity_name,entity_variant,role,event_count,paper_count,original_variants,domain_id,domain_name,overlay_id,first_seen,last_seen
indication,bipolar disorder,disease,primary,2,2,bipolar disorder,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:28Z,2026-01-23T12:47:36Z
target,SOD1,protein,primary,2,1,SOD1,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:00Z,2026-01-23T12:23:11Z
stem_cell,mesenchymal,,primary,2,2,mesenchymal,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:32:19Z,2026-01-23T12:45:09Z
target,PROTEINASE,protein,primary,2,2,PROTEINASE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:43:17Z,2026-01-23T12:45:15Z
target,MMP9,protein,primary,2,1,MMP9,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:46Z,2026-01-23T12:44:48Z
target,TRANSFERASE,protein,primary,2,1,TRANSFERASE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:41:30Z,2026-01-23T12:41:34Z
target,NFKB,protein,primary,2,2,NFKB,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:22:49Z,2026-01-23T12:44:46Z
target,AKT1,protein,primary,2,1,AKT1,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:27:37Z,2026-01-23T12:27:40Z
target,SYNTHETASE,protein,primary,2,1,SYNTHETASE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:40:10Z,2026-01-23T12:40:52Z
pathway,hydrolysis,pathway,primary,2,2,hydrolysis,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:29:55Z,2026-01-23T12:42:36Z
pathway,proteasome,pathway,primary,2,2,proteasome,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:44Z,2026-01-23T12:49:49Z
pathway,JAK-STAT,pathway,primary,2,1,JAK-STAT,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:00Z,2026-01-23T12:23:00Z
model,Conditioned medium,unknown,primary,2,1,Conditioned medium,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:41:30Z,2026-01-23T12:41:34Z
neural_cell,oligodendrocytes,cell_type,primary,2,2,oligodendrocytes,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:22:48Z,2026-01-23T12:41:24Z
compound,OXYTOCIN,drug,primary,2,1,OXYTOCIN,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:27:50Z,2026-01-23T12:27:52Z
stem_cell,reprogramming,,primary,2,2,reprogramming,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:12Z,2026-01-23T12:39:02Z
target,UBIQUITIN,protein,primary,2,2,UBIQUITIN,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:32Z,2026-01-23T12:49:49Z
assay,dynamic range,assay,primary,2,2,dynamic range,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:30:34Z,2026-01-23T12:47:53Z
model,Bovine serum albumin,unknown,primary,2,2,Bovine serum albumin,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:43:15Z,2026-01-23T12:47:38Z
assay,spectroscopy,assay,primary,2,2,spectroscopy,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:39:58Z,2026-01-23T12:40:28Z
target,CYSTEINE PROTEASE,protein,primary,2,1,CYSTEINE PROTEASE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:21Z,2026-01-23T12:23:24Z
indication,hypertension,disease,primary,2,2,hypertension,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:34:17Z,2026-01-23T12:46:37Z
neural_cell,Purkinje cell,cell_type,primary,2,2,Purkinje cell,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:34:38Z,2026-01-23T12:36:43Z
target,HSP70,protein,primary,2,2,HSP70,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:13Z,2026-01-23T12:44:46Z
target,SIRT1,protein,primary,2,2,SIRT1,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:42:57Z,2026-01-23T12:43:41Z
pathway,angiogenesis,pathway,primary,2,2,angiogenesis,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:22:49Z,2026-01-23T12:45:09Z
assay,recovery,assay,primary,2,2,recovery,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:42:32Z,2026-01-23T12:49:03Z
target,CASP1,protein,primary,2,1,CASP1,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:30:47Z,2026-01-23T12:30:48Z
model,Serum-free medium,cell_line,primary,2,1,Serum-free medium,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:33:38Z,2026-01-23T12:33:38Z
model,Paraffin-embedded,cell_line,primary,2,1,Paraffin-embedded,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:45:18Z,2026-01-23T12:45:18Z
pathway,PROTEOLYSIS,pathway,primary,1,1,proteolysis,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:39:05Z,2026-01-23T12:39:05Z
peptide,ALICAPISTAT,,primary,1,1,ALICAPISTAT,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:21Z,2026-01-23T12:23:21Z
assay,ChIP-seq,assay,primary,1,1,ChIP-seq,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:49:44Z,2026-01-23T12:49:44Z
peptide,ANDREGISTERED,,primary,1,1,ANDREGISTERED,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:45:58Z,2026-01-23T12:45:58Z
target,JNK,protein,primary,1,1,JNK,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:13Z,2026-01-23T12:36:13Z
indication,leukemia,disease,primary,1,1,leukemia,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:00Z,2026-01-23T12:23:00Z
assay,AUC,metric,primary,1,1,AUC,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:49:11Z,2026-01-23T12:49:11Z
peptide,INTERNET,,primary,1,1,INTERNET,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:48:35Z,2026-01-23T12:48:35Z
peptide,PERKINELMER,,primary,1,1,PERKINELMER,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:51:08Z,2026-01-23T12:51:08Z
indication,autoimmune disease,disease,primary,1,1,autoimmune disease,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:30:16Z,2026-01-23T12:30:16Z
target,MMP,protein,primary,1,1,MATRIX METALLOPROTEINASE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:29:57Z,2026-01-23T12:29:57Z
pathway,Notch,pathway,primary,1,1,Notch,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:43Z,2026-01-23T12:36:43Z
stem_cell,stem-cell,,primary,1,1,stem-cell,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:39:58Z,2026-01-23T12:39:58Z
model,HELA,unknown,primary,1,1,HELA,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:30:02Z,2026-01-23T12:30:02Z
pathway,lysosome,pathway,primary,1,1,lysosome,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:39:55Z,2026-01-23T12:39:55Z
target,BACE1,protein,primary,1,1,BACE1,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:20Z,2026-01-23T12:23:20Z
target,P38,protein,primary,1,1,P38,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:20Z,2026-01-23T12:23:20Z
pathway,invasion,pathway,primary,1,1,invasion,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:39:59Z,2026-01-23T12:39:59Z
model,Biopsy,unknown,primary,1,1,Biopsy,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:42Z,2026-01-23T12:36:42Z
neural_cell,interneuron,cell_type,primary,1,1,interneuron,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:47:49Z,2026-01-23T12:47:49Z
model,Organoid,3d_model,primary,1,1,Organoid,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:40:08Z,2026-01-23T12:40:08Z
peptide,MEDSCAPE,,primary,1,1,MEDSCAPE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:42:55Z,2026-01-23T12:42:55Z
peptide,REGISTERPAIR,,primary,1,1,REGISTERPAIR,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:28:39Z,2026-01-23T12:28:39Z
target,MYC,protein,primary,1,1,MYC,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:43:54Z,2026-01-23T12:43:54Z
assay,LC-MS,assay,primary,1,1,mass spectrometry,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:29:54Z,2026-01-23T12:29:54Z
indication,HIV,disease,primary,1,1,HIV,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:50:52Z,2026-01-23T12:50:52Z
assay,potency,metric,primary,1,1,potency,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:35:36Z,2026-01-23T12:35:36Z
pathway,calcium signaling,pathway,primary,1,1,calcium signaling,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:30:35Z,2026-01-23T12:30:35Z
neural_cell,NPC,cell_type,primary,1,1,NPC,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:01Z,2026-01-23T12:23:01Z
target,ERK1,protein,primary,1,1,ERK1,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:59Z,2026-01-23T12:44:59Z
compound,GLUCAGON,drug,primary,1,1,GLUCAGON,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:20Z,2026-01-23T12:23:20Z
pathway,neurotransmitter signaling,pathway,primary,1,1,neurotransmitter signaling,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:51:10Z,2026-01-23T12:51:10Z
pathway,beta-catenin,pathway,primary,1,1,beta-catenin,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:41:38Z,2026-01-23T12:41:38Z
neural_cell,GABAergic neuron,cell_type,primary,1,1,GABAergic neuron,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:35:03Z,2026-01-23T12:35:03Z
target,BCL2,protein,primary,1,1,BCL2,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:32Z,2026-01-23T12:44:32Z
assay,qPCR,assay,primary,1,1,qPCR,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:45:17Z,2026-01-23T12:45:17Z
target,LC3,protein,primary,1,1,LC3,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:13Z,2026-01-23T12:36:13Z
pathway,MEK,pathway,primary,1,1,MEK,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:42:28Z,2026-01-23T12:42:28Z
neural_cell,hippocampal neuron,cell_type,primary,1,1,hippocampal neuron,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:35:36Z,2026-01-23T12:35:36Z
target,HSP90,protein,primary,1,1,HSP90,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:13Z,2026-01-23T12:36:13Z
peptide,PIPELINE,,primary,1,1,PIPELINE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:49:23Z,2026-01-23T12:49:23Z
target,MMP2,protein,primary,1,1,MMP2,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:46Z,2026-01-23T12:44:46Z
assay,robustness,assay,primary,1,1,robustness,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:46:32Z,2026-01-23T12:46:32Z
assay,filtration,assay,primary,1,1,filtration,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:41:26Z,2026-01-23T12:41:26Z
model,Normal tissue,unknown,primary,1,1,Normal tissue,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:42:01Z,2026-01-23T12:42:01Z
pathway,membrane fusion,pathway,primary,1,1,membrane fusion,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:49:48Z,2026-01-23T12:49:48Z
pathway,oxidative phosphorylation,pathway,primary,1,1,oxidative phosphorylation,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:38:59Z,2026-01-23T12:38:59Z
target,PEPTIDASE,protein,primary,1,1,PEPTIDASE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:43Z,2026-01-23T12:36:43Z
pathway,second messenger,pathway,primary,1,1,second messenger,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:30:20Z,2026-01-23T12:30:20Z
peptide,SAFETYANDEFFICACY,,primary,1,1,SAFETYANDEFFICACY,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:39:58Z,2026-01-23T12:39:58Z
model,SCID,unknown,primary,1,1,SCID,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:13Z,2026-01-23T12:44:13Z
peptide,PIERCETM,,primary,1,1,PIERCETM,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:43:54Z,2026-01-23T12:43:54Z
indication,obesity,disease,primary,1,1,obesity,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:48:38Z,2026-01-23T12:48:38Z
target,CALPAIN,protein,primary,1,1,CALPAIN,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:21Z,2026-01-23T12:23:21Z
target,THROMBIN,protein,primary,1,1,THROMBIN,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:46Z,2026-01-23T12:44:46Z
target,GPCR,protein,primary,1,1,GPCR,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:13Z,2026-01-23T12:36:13Z
pathway,p38,pathway,primary,1,1,p38,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:23:20Z,2026-01-23T12:23:20Z
peptide,CYANAGEN,,primary,1,1,CYANAGEN,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:43:55Z,2026-01-23T12:43:55Z
pathway,Raf,pathway,primary,1,1,Raf,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:42:28Z,2026-01-23T12:42:28Z
neural_cell,pyramidal neuron,cell_type,primary,1,1,pyramidal neuron,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:29Z,2026-01-23T12:44:29Z
pathway,vesicle transport,pathway,primary,1,1,vesicle transport,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:51:35Z,2026-01-23T12:51:35Z
peptide,DASHEDLINES,,primary,1,1,DASHEDLINES,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:28:21Z,2026-01-23T12:28:21Z
indication,heart failure,disease,primary,1,1,heart failure,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:46:37Z,2026-01-23T12:46:37Z
peptide,WHITETRIANGLES,,primary,1,1,WHITETRIANGLES,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:30:53Z,2026-01-23T12:30:53Z
pathway,glycolysis,pathway,primary,1,1,glycolysis,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:38:59Z,2026-01-23T12:38:59Z
peptide,INTHEMIDDLE,,primary,1,1,INTHEMIDDLE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:30Z,2026-01-23T12:44:30Z
pathway,protein degradation,pathway,primary,1,1,protein degradation,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:49:49Z,2026-01-23T12:49:49Z
assay,scratch assay,assay,primary,1,1,scratch assay,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:48:27Z,2026-01-23T12:48:27Z
assay,migration assay,assay,primary,1,1,migration assay,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:34:56Z,2026-01-23T12:34:56Z
pathway,CDK,pathway,primary,1,1,CDK,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:37:37Z,2026-01-23T12:37:37Z
peptide,QIMAGING,,primary,1,1,QIMAGING,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:43:54Z,2026-01-23T12:43:54Z
peptide,THEVENTRALPATHWAY,,primary,1,1,THEVENTRALPATHWAY,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:45:09Z,2026-01-23T12:45:09Z
target,ACE,protein,primary,1,1,ACE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:50:56Z,2026-01-23T12:50:56Z
peptide,GEHEALTHCARE,,primary,1,1,GEHEALTHCARE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:51:08Z,2026-01-23T12:51:08Z
model,Cardiomyocytes,unknown,primary,1,1,Cardiomyocytes,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:30:16Z,2026-01-23T12:30:16Z
compound,LIRAGLUTIDE,drug,primary,1,1,LIRAGLUTIDE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:32:19Z,2026-01-23T12:32:19Z
compound,DEXAMETHASONE,drug,primary,1,1,DEXAMETHASONE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:10Z,2026-01-23T12:36:10Z
assay,concentration-response,metric,primary,1,1,concentration-response,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:42:54Z,2026-01-23T12:42:54Z
peptide,DDAYTIMESLEEP,,primary,1,1,DDAYTIMESLEEP,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:49:56Z,2026-01-23T12:49:56Z
assay,MTT assay,assay,primary,1,1,MTT assay,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:47:37Z,2026-01-23T12:47:37Z
peptide,APPLICHEM,,primary,1,1,APPLICHEM,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:47:38Z,2026-01-23T12:47:38Z
pathway,PKC,pathway,primary,1,1,PKC,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:23Z,2026-01-23T12:36:23Z
target,ADAM17,protein,primary,1,1,ADAM17,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:49:00Z,2026-01-23T12:49:00Z
pathway,oxidation,pathway,primary,1,1,oxidation,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:44:06Z,2026-01-23T12:44:06Z
peptide,RELATIVERISK,,primary,1,1,RELATIVERISK,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:09Z,2026-01-23T12:36:09Z
target,NRF-2,protein,primary,1,1,NRF-2,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-23T12:36:09Z,2026-01-23T12:36:09Z
