event_id,domain,event_type,entity_type,entity_name,entity_variant
33dc467eb3dd2f90,methods_tooling,decision_point,model,Knockout,unknown
33dc467eb3dd2f90,methods_tooling,decision_point,stem_cell,differentiation,
3412c8cdd30aebb5,methods_tooling,method_evaluation,model,Plasma,biofluid
3444b0905256746d,methods_tooling,method_evaluation,model,SERUM,biofluid
348f361aef4fc51f,methods_tooling,decision_point,model,DOG,organism
354043f957b829ee,methods_tooling,decision_point,model,MICE,organism
354043f957b829ee,methods_tooling,decision_point,model,MOUSE,organism
36105daba14cfc3a,methods_tooling,method_evaluation,model,Plasma,biofluid
36c8c44712efa3d4,methods_tooling,regulatory_risk,model,BLOOD,biofluid
36c8c44712efa3d4,methods_tooling,regulatory_risk,model,MICE,organism
3864aff6ab6ca38c,methods_tooling,toxicity_flag,model,HUMAN,organism
38a7ca2b78a97771,methods_tooling,method_evaluation,model,SERUM,biofluid
38c2fa35ad33ee55,methods_tooling,decision_point,target,TLR4,protein
38da3e9eb7435141,methods_tooling,decision_point,compound,QUERCETIN,drug
38da3e9eb7435141,methods_tooling,decision_point,compound,SPERMIDINE,drug
38da3e9eb7435141,methods_tooling,decision_point,model,BLOOD,biofluid
38da3e9eb7435141,methods_tooling,decision_point,peptide,VISCERALFAT,
3a8843d2ba50a397,methods_tooling,decision_point,model,FBS,unknown
3aa30401f497466c,methods_tooling,method_evaluation,model,BLOOD,biofluid
3aa30401f497466c,methods_tooling,method_evaluation,model,MICE,organism
3bbd44fc5174fcc2,methods_tooling,method_evaluation,compound,FISETIN,drug
3bbd44fc5174fcc2,methods_tooling,method_evaluation,compound,QUERCETIN,drug
3bd5b9d1fdbeaf2e,methods_tooling,decision_point,model,BLOOD,biofluid
3ccc63a3aa5cb009,methods_tooling,efficacy_result,model,SERUM,biofluid
3dd21a168adc6507,methods_tooling,method_evaluation,model,BLOOD,biofluid
3e7635800e98fa71,methods_tooling,toxicity_flag,model,Humans,organism
3e92986540a93d70,methods_tooling,decision_point,model,DOGS,unknown
3ed16f0825aed001,methods_tooling,efficacy_result,model,Humans,organism
3ed16f0825aed001,methods_tooling,efficacy_result,model,MICE,organism
3ed16f0825aed001,methods_tooling,efficacy_result,model,MOUSE,organism
3ed9564b60e1e812,methods_tooling,method_evaluation,model,BLOOD,biofluid
3f40844773142113,methods_tooling,toxicity_flag,model,TUMOR,unknown
3f726c9388c5d802,methods_tooling,method_evaluation,model,Humans,organism
3f726c9388c5d802,methods_tooling,method_evaluation,model,SERUM,biofluid
40f14e0b79fbe872,methods_tooling,toxicity_flag,model,MICE,organism
40f14e0b79fbe872,methods_tooling,toxicity_flag,model,Mitochondrial,unknown
40f14e0b79fbe872,methods_tooling,toxicity_flag,target,RECEPTOR,protein
40f14e0b79fbe872,methods_tooling,toxicity_flag,target,TNF,protein
4171aeebaf604869,methods_tooling,decision_point,model,CHO,unknown
42a31faf44a2eb6a,methods_tooling,efficacy_result,model,HUMAN,organism
436334ea58d1912a,methods_tooling,method_evaluation,model,Plasma,biofluid
43ef3c697b4597ed,methods_tooling,method_evaluation,model,Plasma,biofluid
44233adacf15bb6f,methods_tooling,regulatory_risk,model,Tissue,unknown
4441670356a3b079,methods_tooling,decision_point,model,In vivo,unknown
44456d2d7e406511,methods_tooling,regulatory_risk,compound,DULAGLUTIDE,drug
46bc6e0ee92130f7,methods_tooling,toxicity_flag,model,Mitochondria,unknown
4795c7890c68ba36,methods_tooling,decision_point,model,BLOOD,biofluid
485616cfeea8a2df,methods_tooling,toxicity_flag,target,AKT,protein
48aca27d6662a7a1,methods_tooling,decision_point,model,In vivo,unknown
4a11926a65f79f22,methods_tooling,toxicity_flag,model,K562,cell_line
4a54c9b2ec0a19fd,methods_tooling,decision_point,model,HUMAN,organism
4aa3c513b5e4645d,methods_tooling,decision_point,compound,METFORMIN,drug
4afdcf1169fc484b,methods_tooling,method_evaluation,model,HUMAN,organism
4afdcf1169fc484b,methods_tooling,method_evaluation,model,Plasma,biofluid
4b0a3b0a4ef2b1e3,methods_tooling,decision_point,compound,METFORMIN,drug
4b0a3b0a4ef2b1e3,methods_tooling,decision_point,compound,RESVERATROL,drug
