entity_type,entity_name,entity_variant,role,event_count,paper_count,original_variants,domain_id,domain_name,overlay_id,first_seen,last_seen
assay,ChIP-seq,assay,primary,1,1,ChIP-seq,,All Domains,,2026-01-23T12:49:44Z,2026-01-23T12:49:44Z
peptide,ANDREGISTERED,,primary,1,1,ANDREGISTERED,,All Domains,,2026-01-23T12:45:58Z,2026-01-23T12:45:58Z
target,JNK,protein,primary,1,1,JNK,,All Domains,,2026-01-23T12:36:13Z,2026-01-23T12:36:13Z
indication,leukemia,disease,primary,1,1,leukemia,,All Domains,,2026-01-23T12:23:00Z,2026-01-23T12:23:00Z
assay,AUC,metric,primary,1,1,AUC,,All Domains,,2026-01-23T12:49:11Z,2026-01-23T12:49:11Z
peptide,INTERNET,,primary,1,1,INTERNET,,All Domains,,2026-01-23T12:48:35Z,2026-01-23T12:48:35Z
peptide,PERKINELMER,,primary,1,1,PERKINELMER,,All Domains,,2026-01-23T12:51:08Z,2026-01-23T12:51:08Z
indication,autoimmune disease,disease,primary,1,1,autoimmune disease,,All Domains,,2026-01-23T12:30:16Z,2026-01-23T12:30:16Z
target,MMP,protein,primary,1,1,MATRIX METALLOPROTEINASE,,All Domains,,2026-01-23T12:29:57Z,2026-01-23T12:29:57Z
pathway,Notch,pathway,primary,1,1,Notch,,All Domains,,2026-01-23T12:36:43Z,2026-01-23T12:36:43Z
compound,PHENFORMIN,drug,primary,1,1,PHENFORMIN,,All Domains,,2026-01-23T13:52:19Z,2026-01-23T13:52:19Z
target,REDUCTASE,protein,primary,1,1,REDUCTASE,,All Domains,,2026-01-23T13:54:19Z,2026-01-23T13:54:19Z
target,BACE1,protein,primary,1,1,BACE1,,All Domains,,2026-01-23T12:23:20Z,2026-01-23T12:23:20Z
target,P38,protein,primary,1,1,P38,,All Domains,,2026-01-23T12:23:20Z,2026-01-23T12:23:20Z
pathway,invasion,pathway,primary,1,1,invasion,,All Domains,,2026-01-23T12:39:59Z,2026-01-23T12:39:59Z
model,Biopsy,unknown,primary,1,1,Biopsy,,All Domains,,2026-01-23T12:36:42Z,2026-01-23T12:36:42Z
model,Nude mice,unknown,primary,1,1,Nude mice,,All Domains,,2026-01-23T13:58:22Z,2026-01-23T13:58:22Z
model,Organoid,3d_model,primary,1,1,Organoid,,All Domains,,2026-01-23T12:40:08Z,2026-01-23T12:40:08Z
peptide,MEDSCAPE,,primary,1,1,MEDSCAPE,,All Domains,,2026-01-23T12:42:55Z,2026-01-23T12:42:55Z
peptide,REGISTERPAIR,,primary,1,1,REGISTERPAIR,,All Domains,,2026-01-23T12:28:39Z,2026-01-23T12:28:39Z
model,MCF-7,cell_line,primary,1,1,MCF-7,,All Domains,,2026-01-23T13:54:59Z,2026-01-23T13:54:59Z
assay,LC-MS,assay,primary,1,1,mass spectrometry,,All Domains,,2026-01-23T12:29:54Z,2026-01-23T12:29:54Z
model,HESC,unknown,primary,1,1,HESC,,All Domains,,2026-01-23T13:54:31Z,2026-01-23T13:54:31Z
indication,HIV,disease,primary,1,1,HIV,,All Domains,,2026-01-23T12:50:52Z,2026-01-23T12:50:52Z
assay,potency,metric,primary,1,1,potency,,All Domains,,2026-01-23T12:35:36Z,2026-01-23T12:35:36Z
pathway,calcium signaling,pathway,primary,1,1,calcium signaling,,All Domains,,2026-01-23T12:30:35Z,2026-01-23T12:30:35Z
neural_cell,NPC,cell_type,primary,1,1,NPC,,All Domains,,2026-01-23T12:23:01Z,2026-01-23T12:23:01Z
target,ERK1,protein,primary,1,1,ERK1,,All Domains,,2026-01-23T12:44:59Z,2026-01-23T12:44:59Z
compound,GLUCAGON,drug,primary,1,1,GLUCAGON,,All Domains,,2026-01-23T12:23:20Z,2026-01-23T12:23:20Z
pathway,neurotransmitter signaling,pathway,primary,1,1,neurotransmitter signaling,,All Domains,,2026-01-23T12:51:10Z,2026-01-23T12:51:10Z
model,Endothelial cells,unknown,primary,1,1,Endothelial cells,,All Domains,,2026-01-23T13:53:11Z,2026-01-23T13:53:11Z
neural_cell,neural progenitor cell,cell_type,primary,1,1,neural progenitor cell,,All Domains,,2026-01-24T16:33:27Z,2026-01-24T16:33:27Z
model,PC3,cell_line,primary,1,1,PC3,,All Domains,,2026-01-23T13:57:43Z,2026-01-23T13:57:43Z
pathway,beta-catenin,pathway,primary,1,1,beta-catenin,,All Domains,,2026-01-23T12:41:38Z,2026-01-23T12:41:38Z
peptide,YPRAFGAL,,primary,1,1,YPRAFGAL,,All Domains,,2026-01-23T13:52:57Z,2026-01-23T13:52:57Z
neural_cell,GABAergic neuron,cell_type,primary,1,1,GABAergic neuron,,All Domains,,2026-01-23T12:35:03Z,2026-01-23T12:35:03Z
model,ESC,unknown,primary,1,1,ESC,,All Domains,,2026-01-23T13:54:32Z,2026-01-23T13:54:32Z
model,HEPG2,cell_line,primary,1,1,HEPG2,,All Domains,,2026-01-23T13:54:59Z,2026-01-23T13:54:59Z
target,BCL2,protein,primary,1,1,BCL2,,All Domains,,2026-01-23T12:44:32Z,2026-01-23T12:44:32Z
assay,qPCR,assay,primary,1,1,qPCR,,All Domains,,2026-01-23T12:45:17Z,2026-01-23T12:45:17Z
pathway,MEK,pathway,primary,1,1,MEK,,All Domains,,2026-01-23T12:42:28Z,2026-01-23T12:42:28Z
neural_cell,NSC,cell_type,primary,1,1,NSC,,All Domains,,2026-01-24T16:33:29Z,2026-01-24T16:33:29Z
model,NSC,unknown,primary,1,1,NSC,,All Domains,,2026-01-23T13:55:14Z,2026-01-23T13:55:14Z
neural_cell,hippocampal neuron,cell_type,primary,1,1,hippocampal neuron,,All Domains,,2026-01-23T12:35:36Z,2026-01-23T12:35:36Z
peptide,PIPELINE,,primary,1,1,PIPELINE,,All Domains,,2026-01-23T12:49:23Z,2026-01-23T12:49:23Z
target,MMP2,protein,primary,1,1,MMP2,,All Domains,,2026-01-23T12:44:46Z,2026-01-23T12:44:46Z
assay,robustness,assay,primary,1,1,robustness,,All Domains,,2026-01-23T12:46:32Z,2026-01-23T12:46:32Z
assay,filtration,assay,primary,1,1,filtration,,All Domains,,2026-01-23T12:41:26Z,2026-01-23T12:41:26Z
model,Normal tissue,unknown,primary,1,1,Normal tissue,,All Domains,,2026-01-23T12:42:01Z,2026-01-23T12:42:01Z
pathway,membrane fusion,pathway,primary,1,1,membrane fusion,,All Domains,,2026-01-23T12:49:48Z,2026-01-23T12:49:48Z
pathway,oxidative phosphorylation,pathway,primary,1,1,oxidative phosphorylation,,All Domains,,2026-01-23T12:38:59Z,2026-01-23T12:38:59Z
target,PEPTIDASE,protein,primary,1,1,PEPTIDASE,,All Domains,,2026-01-23T12:36:43Z,2026-01-23T12:36:43Z
pathway,second messenger,pathway,primary,1,1,second messenger,,All Domains,,2026-01-23T12:30:20Z,2026-01-23T12:30:20Z
peptide,SAFETYANDEFFICACY,,primary,1,1,SAFETYANDEFFICACY,,All Domains,,2026-01-23T12:39:58Z,2026-01-23T12:39:58Z
model,SCID,unknown,primary,1,1,SCID,,All Domains,,2026-01-23T12:44:13Z,2026-01-23T12:44:13Z
peptide,PIERCETM,,primary,1,1,PIERCETM,,All Domains,,2026-01-23T12:43:54Z,2026-01-23T12:43:54Z
indication,obesity,disease,primary,1,1,obesity,,All Domains,,2026-01-23T12:48:38Z,2026-01-23T12:48:38Z
target,CALPAIN,protein,primary,1,1,CALPAIN,,All Domains,,2026-01-23T12:23:21Z,2026-01-23T12:23:21Z
target,THROMBIN,protein,primary,1,1,THROMBIN,,All Domains,,2026-01-23T12:44:46Z,2026-01-23T12:44:46Z
target,GPCR,protein,primary,1,1,GPCR,,All Domains,,2026-01-23T12:36:13Z,2026-01-23T12:36:13Z
model,SW480,cell_line,primary,1,1,SW480,,All Domains,,2026-01-23T13:57:43Z,2026-01-23T13:57:43Z
pathway,p38,pathway,primary,1,1,p38,,All Domains,,2026-01-23T12:23:20Z,2026-01-23T12:23:20Z
peptide,CYANAGEN,,primary,1,1,CYANAGEN,,All Domains,,2026-01-23T12:43:55Z,2026-01-23T12:43:55Z
pathway,Raf,pathway,primary,1,1,Raf,,All Domains,,2026-01-23T12:42:28Z,2026-01-23T12:42:28Z
neural_cell,pyramidal neuron,cell_type,primary,1,1,pyramidal neuron,,All Domains,,2026-01-23T12:44:29Z,2026-01-23T12:44:29Z
pathway,methylation,pathway,primary,1,1,methylation,,All Domains,,2026-01-24T16:32:24Z,2026-01-24T16:32:24Z
model,Xenografts,unknown,primary,1,1,Xenografts,,All Domains,,2026-01-23T13:58:22Z,2026-01-23T13:58:22Z
pathway,DNA damage response,pathway,primary,1,1,DNA damage response,,All Domains,,2026-01-24T16:33:25Z,2026-01-24T16:33:25Z
peptide,EPICENTER,,primary,1,1,EPICENTER,,All Domains,,2026-01-23T13:53:05Z,2026-01-23T13:53:05Z
pathway,vesicle transport,pathway,primary,1,1,vesicle transport,,All Domains,,2026-01-23T12:51:35Z,2026-01-23T12:51:35Z
indication,heart failure,disease,primary,1,1,heart failure,,All Domains,,2026-01-23T12:46:37Z,2026-01-23T12:46:37Z
peptide,WHITETRIANGLES,,primary,1,1,WHITETRIANGLES,,All Domains,,2026-01-23T12:30:53Z,2026-01-23T12:30:53Z
pathway,glycolysis,pathway,primary,1,1,glycolysis,,All Domains,,2026-01-23T12:38:59Z,2026-01-23T12:38:59Z
peptide,INTHEMIDDLE,,primary,1,1,INTHEMIDDLE,,All Domains,,2026-01-23T12:44:30Z,2026-01-23T12:44:30Z
pathway,protein degradation,pathway,primary,1,1,protein degradation,,All Domains,,2026-01-23T12:49:49Z,2026-01-23T12:49:49Z
assay,scratch assay,assay,primary,1,1,scratch assay,,All Domains,,2026-01-23T12:48:27Z,2026-01-23T12:48:27Z
assay,migration assay,assay,primary,1,1,migration assay,,All Domains,,2026-01-23T12:34:56Z,2026-01-23T12:34:56Z
pathway,CDK,pathway,primary,1,1,CDK,,All Domains,,2026-01-23T12:37:37Z,2026-01-23T12:37:37Z
peptide,LEFTPANELS,,primary,1,1,LEFTPANELS,,All Domains,,2026-01-23T13:54:47Z,2026-01-23T13:54:47Z
peptide,QIMAGING,,primary,1,1,QIMAGING,,All Domains,,2026-01-23T12:43:54Z,2026-01-23T12:43:54Z
peptide,THEVENTRALPATHWAY,,primary,1,1,THEVENTRALPATHWAY,,All Domains,,2026-01-23T12:45:09Z,2026-01-23T12:45:09Z
peptide,AIRYSCAN,,primary,1,1,AIRYSCAN,,All Domains,,2026-01-23T13:56:02Z,2026-01-23T13:56:02Z
target,ACE,protein,primary,1,1,ACE,,All Domains,,2026-01-23T12:50:56Z,2026-01-23T12:50:56Z
peptide,GEHEALTHCARE,,primary,1,1,GEHEALTHCARE,,All Domains,,2026-01-23T12:51:08Z,2026-01-23T12:51:08Z
compound,LIRAGLUTIDE,drug,primary,1,1,LIRAGLUTIDE,,All Domains,,2026-01-23T12:32:19Z,2026-01-23T12:32:19Z
compound,DEXAMETHASONE,drug,primary,1,1,DEXAMETHASONE,,All Domains,,2026-01-23T12:36:10Z,2026-01-23T12:36:10Z
assay,concentration-response,metric,primary,1,1,concentration-response,,All Domains,,2026-01-23T12:42:54Z,2026-01-23T12:42:54Z
peptide,DDAYTIMESLEEP,,primary,1,1,DDAYTIMESLEEP,,All Domains,,2026-01-23T12:49:56Z,2026-01-23T12:49:56Z
assay,MTT assay,assay,primary,1,1,MTT assay,,All Domains,,2026-01-23T12:47:37Z,2026-01-23T12:47:37Z
peptide,APPLICHEM,,primary,1,1,APPLICHEM,,All Domains,,2026-01-23T12:47:38Z,2026-01-23T12:47:38Z
pathway,ER stress,pathway,primary,1,1,ER stress,,All Domains,,2026-01-24T16:32:27Z,2026-01-24T16:32:27Z
target,ADAM17,protein,primary,1,1,ADAM17,,All Domains,,2026-01-23T12:49:00Z,2026-01-23T12:49:00Z
pathway,unfolded protein response,pathway,primary,1,1,unfolded protein response,,All Domains,,2026-01-24T16:33:30Z,2026-01-24T16:33:30Z
pathway,oxidation,pathway,primary,1,1,oxidation,,All Domains,,2026-01-23T12:44:06Z,2026-01-23T12:44:06Z
peptide,RELATIVERISK,,primary,1,1,RELATIVERISK,,All Domains,,2026-01-23T12:36:09Z,2026-01-23T12:36:09Z
pathway,ACETYLATION,pathway,primary,1,1,acetylation,,All Domains,,2026-01-24T16:32:20Z,2026-01-24T16:32:20Z
target,NRF-2,protein,primary,1,1,NRF-2,,All Domains,,2026-01-23T12:36:09Z,2026-01-23T12:36:09Z
