entity_type,entity_name,entity_variant,role,event_count,paper_count,original_variants,domain_id,domain_name,overlay_id,first_seen,last_seen
stem_cell,mesenchymal,,primary,2,1,mesenchymal,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:14Z,2026-01-22T20:09:15Z
compound,CALCITONIN,drug,primary,2,1,CALCITONIN,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:49Z,2026-01-22T20:09:01Z
assay,quadrupole,assay,primary,2,2,quadrupole,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:02Z,2026-01-22T20:09:10Z
assay,NMR,assay,primary,2,2,NMR,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:02Z,2026-01-22T20:08:22Z
pathway,proteasome,pathway,primary,2,1,proteasome,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:43Z,2026-01-22T20:08:44Z
assay,electrospray ionization,assay,primary,2,2,electrospray ionization,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:07:59Z,2026-01-22T20:08:02Z
indication,TYPE 2 DIABETES,disease,primary,2,1,type 2 diabetes,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:10Z,2026-01-22T20:09:12Z
assay,precision,assay,primary,2,2,precision,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:08Z,2026-01-22T20:09:11Z
pathway,proteolytic cleavage,pathway,primary,2,2,proteolytic cleavage,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:07:59Z,2026-01-22T20:09:20Z
target,ELASTASE,protein,primary,1,1,ELASTASE,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:31Z,2026-01-22T20:08:31Z
assay,precipitation,assay,primary,1,1,precipitation,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:59Z,2026-01-22T20:08:59Z
model,CSF,biofluid,primary,1,1,CSF,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:49Z,2026-01-22T20:08:49Z
assay,AUC,metric,primary,1,1,AUC,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:33Z,2026-01-22T20:08:33Z
model,RPMI,unknown,primary,1,1,RPMI,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:16Z,2026-01-22T20:09:16Z
model,Serum-free medium,unknown,primary,1,1,Serum-free medium,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:16Z,2026-01-22T20:09:16Z
stem_cell,stem-cell,,primary,1,1,stem-cell,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:25Z,2026-01-22T20:09:25Z
assay,therapeutic index,metric,primary,1,1,therapeutic index,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:44Z,2026-01-22T20:08:44Z
target,CARRIER PROTEIN,protein,primary,1,1,CARRIER PROTEIN,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:17Z,2026-01-22T20:08:17Z
target,REDUCTASE,protein,primary,1,1,REDUCTASE,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:05Z,2026-01-22T20:09:05Z
pathway,peptide cleavage,pathway,primary,1,1,peptide cleavage,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:18Z,2026-01-22T20:08:18Z
assay,repeatability,assay,primary,1,1,repeatability,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:07:57Z,2026-01-22T20:07:57Z
indication,lung cancer,disease,primary,1,1,lung cancer,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:05Z,2026-01-22T20:08:05Z
compound,ETELCALCETIDE,drug,primary,1,1,ETELCALCETIDE,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:35Z,2026-01-22T20:08:35Z
pathway,cell death,pathway,primary,1,1,cell death,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:05Z,2026-01-22T20:08:05Z
compound,PLECANATIDE,drug,primary,1,1,PLECANATIDE,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:35Z,2026-01-22T20:08:35Z
indication,HIV,disease,primary,1,1,HIV,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:02Z,2026-01-22T20:08:02Z
target,EXOPEPTIDASE,protein,primary,1,1,EXOPEPTIDASE,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:14Z,2026-01-22T20:09:14Z
assay,potency,metric,primary,1,1,potency,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:10Z,2026-01-22T20:09:10Z
pathway,amyloid formation,pathway,primary,1,1,amyloid formation,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:00Z,2026-01-22T20:09:00Z
assay,ELISA,assay,primary,1,1,ELISA,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:22Z,2026-01-22T20:08:22Z
pathway,reduction,pathway,primary,1,1,reduction,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:20Z,2026-01-22T20:08:20Z
assay,stationary phase,assay,primary,1,1,stationary phase,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:07:58Z,2026-01-22T20:07:58Z
pathway,MEK,pathway,primary,1,1,MEK,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:44Z,2026-01-22T20:08:44Z
pathway,enzymatic degradation,pathway,primary,1,1,enzymatic degradation,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:23Z,2026-01-22T20:09:23Z
target,EGFR,protein,primary,1,1,EGFR,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:43Z,2026-01-22T20:08:43Z
assay,time-of-flight,assay,primary,1,1,time-of-flight,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:02Z,2026-01-22T20:08:02Z
assay,reverse phase chromatography,assay,primary,1,1,reverse phase chromatography,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:07:58Z,2026-01-22T20:07:58Z
target,LIGASE,protein,primary,1,1,LIGASE,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:45Z,2026-01-22T20:08:45Z
model,Mitochondria,unknown,primary,1,1,Mitochondria,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:05Z,2026-01-22T20:08:05Z
target,COX2,protein,primary,1,1,COX2,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:43Z,2026-01-22T20:08:43Z
model,MEM,unknown,primary,1,1,MEM,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:03Z,2026-01-22T20:08:03Z
assay,tandem mass spectrometry,assay,primary,1,1,tandem mass spectrometry,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:06Z,2026-01-22T20:08:06Z
peptide,KYNETWRSED,,primary,1,1,KYNETWRSED,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:09:22Z,2026-01-22T20:09:22Z
compound,OCTREOTIDE,drug,primary,1,1,OCTREOTIDE,stem_cells_regen,Stem Cells & Regenerative Biology,stem_cells_regen_v1,2026-01-22T20:08:04Z,2026-01-22T20:08:04Z
