entity_type,entity_name,entity_variant,role,event_count,paper_count,original_variants,domain_id,domain_name,overlay_id,first_seen,last_seen
model,Mitochondria,unknown,primary,1,1,Mitochondria,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:05Z,2026-01-22T20:08:05Z
target,COX2,protein,primary,1,1,COX2,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:43Z,2026-01-22T20:08:43Z
model,MEM,unknown,primary,1,1,MEM,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:03Z,2026-01-22T20:08:03Z
assay,tandem mass spectrometry,assay,primary,1,1,tandem mass spectrometry,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:06Z,2026-01-22T20:08:06Z
peptide,KYNETWRSED,,primary,1,1,KYNETWRSED,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:09:22Z,2026-01-22T20:09:22Z
compound,OCTREOTIDE,drug,primary,1,1,OCTREOTIDE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:04Z,2026-01-22T20:08:04Z
model,In situ,unknown,primary,1,1,In situ,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:09Z,2026-01-22T20:08:09Z
target,KALLIKREIN,protein,primary,1,1,KALLIKREIN,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:34Z,2026-01-22T20:08:34Z
pathway,Ras,pathway,primary,1,1,Ras,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:16Z,2026-01-22T20:08:16Z
indication,anxiety,disease,primary,1,1,anxiety,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:09:23Z,2026-01-22T20:09:23Z
assay,dynamic range,assay,primary,1,1,dynamic range,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:09:10Z,2026-01-22T20:09:10Z
compound,LINACLOTIDE,drug,primary,1,1,LINACLOTIDE,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:31Z,2026-01-22T20:08:31Z
target,THROMBIN,protein,primary,1,1,THROMBIN,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:14Z,2026-01-22T20:08:14Z
model,Bovine serum albumin,unknown,primary,1,1,Bovine serum albumin,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:59Z,2026-01-22T20:08:59Z
assay,ion exchange chromatography,assay,primary,1,1,ion exchange chromatography,neuroscience_cognition,Neuroscience & Cognition,neuroscience_cognition_v1,2026-01-22T20:08:02Z,2026-01-22T20:08:02Z
